
================ Hyper-parameters ================

TRAIN_PATH=./data/update_20190423/train
DEV_PATH=./data/update_20190423/dev
TEST_PATH=./data/update_20190423/test
TRAIN_FEATURES_PATH=./data/update_20190423/
DEV_FEATURES_PATH=./data/update_20190423/
TEST_FEATURES_PATH=./data/update_20190423/
MAX_SENTENCE_LENGTH=100
EMBEDDINGS=baidubaike
EMBEDDING_SIZE=300
POS_EMBEDDING_SIZE=50
EMB_DROPOUT_KEEP_PROB=0.7
HIDDEN_SIZE=300
RNN_DROPOUT_KEEP_PROB=0.7
NUM_HEADS=4
ATTENTION_SIZE=50
DESC=
DROPOUT_KEEP_PROB=0.5
L2_REG_LAMBDA=1e-05
BATCH_SIZE=520
TEST_BATCH_SIZE=256
NUM_EPOCHS=100
DISPLAY_EVERY=10
EVALUATE_EVERY=1000
NUM_CHECKPOINTS=5
LEARNING_RATE=1.0
DECAY_RATE=0.9
ALLOW_SOFT_PLACEMENT=False
LOG_DEVICE_PLACEMENT=False
GPU_ALLOW_GROWTH=True
CHECKPOINT_DIR=None

==================================================

2019-04-24T22:11:53.776984: step 10, loss 12.4012, acc 0.459615
2019-04-24T23:56:23.848755: step 16110, loss 7.49464, acc 0.975
2019-04-24T23:56:27.547627: step 16120, loss 7.49477, acc 0.971154
2019-04-24T23:56:31.185680: step 16130, loss 7.48761, acc 0.973077
2019-04-24T23:56:34.873571: step 16140, loss 7.48898, acc 0.959615
2019-04-24T23:56:38.564904: step 16150, loss 7.51393, acc 0.957692
2019-04-24T23:56:42.214968: step 16160, loss 7.49294, acc 0.963462
2019-04-24T23:56:45.874345: step 16170, loss 7.50427, acc 0.965385
2019-04-24T23:56:49.526090: step 16180, loss 7.46324, acc 0.980769
2019-04-24T23:56:53.205613: step 16190, loss 7.47511, acc 0.967308
2019-04-24T23:56:56.824014: step 16200, loss 7.45573, acc 0.978846
2019-04-24T23:57:00.466320: step 16210, loss 7.47015, acc 0.967308
2019-04-24T23:57:04.161080: step 16220, loss 7.47786, acc 0.963462
2019-04-24T23:57:07.814033: step 16230, loss 7.46354, acc 0.973077
2019-04-24T23:57:11.520032: step 16240, loss 7.47041, acc 0.967308
2019-04-24T23:57:15.174289: step 16250, loss 7.49026, acc 0.961538
2019-04-24T23:57:18.822295: step 16260, loss 7.47461, acc 0.965385
2019-04-24T23:57:22.488514: step 16270, loss 7.47544, acc 0.961538
2019-04-24T23:57:26.161340: step 16280, loss 7.49624, acc 0.961538
2019-04-24T23:57:29.814238: step 16290, loss 7.47003, acc 0.969231
2019-04-24T23:57:33.481155: step 16300, loss 7.43405, acc 0.978846
2019-04-24T23:57:37.157256: step 16310, loss 7.47203, acc 0.957692
2019-04-24T23:57:40.829850: step 16320, loss 7.47527, acc 0.957692
2019-04-24T23:57:44.530755: step 16330, loss 7.47087, acc 0.965385
2019-04-24T23:57:48.197591: step 16340, loss 7.45872, acc 0.967308
2019-04-24T23:57:51.835807: step 16350, loss 7.44814, acc 0.967308
2019-04-24T23:57:55.564293: step 16360, loss 7.49062, acc 0.965385
2019-04-24T23:57:59.514321: step 16370, loss 7.46081, acc 0.973077
2019-04-24T23:58:03.216446: step 16380, loss 7.43409, acc 0.978846
2019-04-24T23:58:06.858656: step 16390, loss 7.43338, acc 0.988462
2019-04-24T23:58:10.521337: step 16400, loss 7.40944, acc 0.988462
2019-04-24T23:58:14.193378: step 16410, loss 7.43283, acc 0.971154
2019-04-24T23:58:17.893918: step 16420, loss 7.43035, acc 0.975
2019-04-24T23:58:21.585064: step 16430, loss 7.43843, acc 0.969231
2019-04-24T23:58:25.247229: step 16440, loss 7.42608, acc 0.975
2019-04-24T23:58:28.941637: step 16450, loss 7.43953, acc 0.961538
2019-04-24T23:58:32.566285: step 16460, loss 7.4529, acc 0.967308
2019-04-24T23:58:36.251248: step 16470, loss 7.42126, acc 0.976923
2019-04-24T23:58:39.898109: step 16480, loss 7.42946, acc 0.982692
2019-04-24T23:58:43.569724: step 16490, loss 7.41519, acc 0.975
2019-04-24T23:58:47.203391: step 16500, loss 7.46346, acc 0.955769
2019-04-24T23:58:50.875612: step 16510, loss 7.41569, acc 0.975
2019-04-24T23:58:54.527259: step 16520, loss 7.45449, acc 0.951923
2019-04-24T23:58:58.186361: step 16530, loss 7.41844, acc 0.975
2019-04-24T23:59:01.822637: step 16540, loss 7.42047, acc 0.971154
2019-04-24T23:59:05.515195: step 16550, loss 7.42135, acc 0.969231
2019-04-24T23:59:09.198793: step 16560, loss 7.40528, acc 0.971154
2019-04-24T23:59:12.847879: step 16570, loss 7.4401, acc 0.957692
2019-04-24T23:59:16.464665: step 16580, loss 7.42213, acc 0.965385
2019-04-24T23:59:20.096762: step 16590, loss 7.40266, acc 0.975
2019-04-24T23:59:23.765497: step 16600, loss 7.43252, acc 0.967308
2019-04-24T23:59:27.461283: step 16610, loss 7.38402, acc 0.986538
2019-04-24T23:59:31.127710: step 16620, loss 7.41909, acc 0.965385
2019-04-24T23:59:34.770876: step 16630, loss 7.38796, acc 0.976923
2019-04-24T23:59:38.425742: step 16640, loss 7.42094, acc 0.973077
2019-04-24T23:59:42.101973: step 16650, loss 7.41544, acc 0.961538
2019-04-24T23:59:45.772540: step 16660, loss 7.42259, acc 0.959615
2019-04-24T23:59:49.489052: step 16670, loss 7.3925, acc 0.976923
2019-04-24T23:59:53.127130: step 16680, loss 7.4057, acc 0.967308
2019-04-24T23:59:56.814807: step 16690, loss 7.39585, acc 0.971154
2019-04-25T00:00:00.537086: step 16700, loss 7.38247, acc 0.978846
2019-04-25T00:00:04.210530: step 16710, loss 7.40264, acc 0.978846
2019-04-25T00:00:07.893070: step 16720, loss 7.37404, acc 0.980769
2019-04-25T00:00:11.559556: step 16730, loss 7.40914, acc 0.969231
2019-04-25T00:00:15.140371: step 16740, loss 7.38724, acc 0.973077
2019-04-25T00:00:18.835089: step 16750, loss 7.3717, acc 0.976923
2019-04-25T00:00:22.480457: step 16760, loss 7.36292, acc 0.982692
2019-04-25T00:00:26.145483: step 16770, loss 7.40695, acc 0.967308
2019-04-25T00:00:29.769253: step 16780, loss 7.3709, acc 0.975
2019-04-25T00:00:33.496343: step 16790, loss 7.37985, acc 0.971154
2019-04-25T00:00:37.124396: step 16800, loss 7.4053, acc 0.969231
2019-04-25T00:00:40.831675: step 16810, loss 7.34776, acc 0.980769
2019-04-25T00:00:44.479060: step 16820, loss 7.38176, acc 0.967308
2019-04-25T00:00:48.139422: step 16830, loss 7.40194, acc 0.965385
2019-04-25T00:00:51.842288: step 16840, loss 7.35613, acc 0.976923
2019-04-25T00:00:55.477739: step 16850, loss 7.38087, acc 0.973077
2019-04-25T00:00:59.171056: step 16860, loss 7.35882, acc 0.980769
2019-04-25T00:01:02.813086: step 16870, loss 7.3601, acc 0.978846
2019-04-25T00:01:06.465528: step 16880, loss 7.35923, acc 0.976923
2019-04-25T00:01:10.100888: step 16890, loss 7.34609, acc 0.982692
2019-04-25T00:01:13.771383: step 16900, loss 7.3597, acc 0.973077
2019-04-25T00:01:17.450494: step 16910, loss 7.3647, acc 0.971154
2019-04-25T00:01:21.068868: step 16920, loss 7.39859, acc 0.957692
2019-04-25T00:01:24.723443: step 16930, loss 7.38076, acc 0.965385
2019-04-25T00:01:28.386402: step 16940, loss 7.35961, acc 0.976923
2019-04-25T00:01:32.048965: step 16950, loss 7.35748, acc 0.971154
2019-04-25T00:01:35.673357: step 16960, loss 7.34957, acc 0.973077
2019-04-25T00:01:39.364726: step 16970, loss 7.38059, acc 0.959615
2019-04-25T00:01:43.006683: step 16980, loss 7.35004, acc 0.976923
2019-04-25T00:01:46.715755: step 16990, loss 7.35932, acc 0.965385
2019-04-25T00:01:50.364465: step 17000, loss 7.35785, acc 0.969231

Evaluation:
2019-04-25T00:02:03.490359: step 17000, loss 8.23794, acc 0.878847
<<< (50)-RELATIONSHIP EVALUATION RESULT ON DEV SET -- LIC2019 Information Extraction Task >>>:
macro-averaged Precision = 0.870856%
macro-averaged Recall = 0.876854%
macro-averaged F1-score = 0.868619%, Best = 0.871147%

2019-04-25T00:02:07.300612: step 17010, loss 7.32777, acc 0.978846
2019-04-25T00:02:11.015248: step 17020, loss 7.35102, acc 0.963462
2019-04-25T00:02:14.676919: step 17030, loss 7.3614, acc 0.963462
2019-04-25T00:02:18.361394: step 17040, loss 7.37444, acc 0.957692
2019-04-25T00:02:21.996269: step 17050, loss 7.32012, acc 0.986538
2019-04-25T00:02:25.708966: step 17060, loss 7.32993, acc 0.980769
2019-04-25T00:02:29.456147: step 17070, loss 7.35915, acc 0.971154
2019-04-25T00:02:33.102627: step 17080, loss 7.37738, acc 0.953846
2019-04-25T00:02:36.796142: step 17090, loss 7.3622, acc 0.965385
2019-04-25T00:02:40.426899: step 17100, loss 7.37359, acc 0.959615
2019-04-25T00:02:44.083733: step 17110, loss 7.35376, acc 0.971154
2019-04-25T00:02:47.736059: step 17120, loss 7.39532, acc 0.948077
2019-04-25T00:02:51.413626: step 17130, loss 7.32848, acc 0.965385
2019-04-25T00:02:55.044302: step 17140, loss 7.36203, acc 0.957692
2019-04-25T00:02:58.725492: step 17150, loss 7.35171, acc 0.961538
2019-04-25T00:03:02.402503: step 17160, loss 7.33965, acc 0.957692
2019-04-25T00:03:06.087662: step 17170, loss 7.31864, acc 0.975
2019-04-25T00:03:09.781066: step 17180, loss 7.31998, acc 0.973077
2019-04-25T00:03:13.485391: step 17190, loss 7.36525, acc 0.957692
2019-04-25T00:03:17.136354: step 17200, loss 7.36018, acc 0.959615
2019-04-25T00:03:20.771756: step 17210, loss 7.31752, acc 0.973077
2019-04-25T00:03:24.414679: step 17220, loss 7.34677, acc 0.951923
2019-04-25T00:03:28.140635: step 17230, loss 7.32868, acc 0.971154
2019-04-25T00:03:31.823488: step 17240, loss 7.31833, acc 0.975
2019-04-25T00:03:35.536513: step 17250, loss 7.29009, acc 0.986538
2019-04-25T00:03:39.212485: step 17260, loss 7.34525, acc 0.961538
2019-04-25T00:03:42.878960: step 17270, loss 7.28513, acc 0.978846
2019-04-25T00:03:46.566888: step 17280, loss 7.33679, acc 0.955769
2019-04-25T00:03:50.260317: step 17290, loss 7.32989, acc 0.965385
2019-04-25T00:03:53.932042: step 17300, loss 7.29325, acc 0.975
2019-04-25T00:03:57.602548: step 17310, loss 7.33721, acc 0.957692
2019-04-25T00:04:01.290044: step 17320, loss 7.32532, acc 0.955769
2019-04-25T00:04:04.919367: step 17330, loss 7.3063, acc 0.973077
2019-04-25T00:04:08.623800: step 17340, loss 7.32264, acc 0.969231
2019-04-25T00:04:12.305410: step 17350, loss 7.31589, acc 0.965385
2019-04-25T00:04:15.961758: step 17360, loss 7.31545, acc 0.965385
2019-04-25T00:04:19.618056: step 17370, loss 7.32215, acc 0.961538
2019-04-25T00:04:23.286042: step 17380, loss 7.30586, acc 0.959615
2019-04-25T00:04:26.986183: step 17390, loss 7.33798, acc 0.951923
2019-04-25T00:04:30.625520: step 17400, loss 7.3289, acc 0.957692
2019-04-25T00:04:34.287040: step 17410, loss 7.3011, acc 0.959615
2019-04-25T00:04:37.940359: step 17420, loss 7.29353, acc 0.976923
2019-04-25T00:04:41.578267: step 17430, loss 7.29031, acc 0.969231
2019-04-25T00:04:45.298124: step 17440, loss 7.30221, acc 0.967308
2019-04-25T00:04:48.964611: step 17450, loss 7.28598, acc 0.973077
2019-04-25T00:04:52.658290: step 17460, loss 7.31615, acc 0.959615
2019-04-25T00:04:56.340166: step 17470, loss 7.32258, acc 0.951923
2019-04-25T00:05:00.006451: step 17480, loss 7.29746, acc 0.959615
2019-04-25T00:05:03.672313: step 17490, loss 7.29289, acc 0.971154
2019-04-25T00:05:07.325556: step 17500, loss 7.29017, acc 0.969231
2019-04-25T00:05:11.004434: step 17510, loss 7.27927, acc 0.975
2019-04-25T00:05:14.637762: step 17520, loss 7.28605, acc 0.965385
2019-04-25T00:05:18.347302: step 17530, loss 7.26768, acc 0.978846
2019-04-25T00:05:21.995216: step 17540, loss 7.28879, acc 0.967308
2019-04-25T00:05:25.690513: step 17550, loss 7.2795, acc 0.971154
2019-04-25T00:05:29.326006: step 17560, loss 7.32452, acc 0.959615
2019-04-25T00:05:32.989804: step 17570, loss 7.29269, acc 0.969231
2019-04-25T00:05:36.645894: step 17580, loss 7.28038, acc 0.969231
2019-04-25T00:05:40.305575: step 17590, loss 7.25509, acc 0.971154
2019-04-25T00:05:43.957140: step 17600, loss 7.27661, acc 0.973077
2019-04-25T00:05:47.678839: step 17610, loss 7.29384, acc 0.963462
2019-04-25T00:05:51.349173: step 17620, loss 7.31373, acc 0.948077
2019-04-25T00:05:55.304867: step 17630, loss 7.24873, acc 0.975
2019-04-25T00:05:58.981730: step 17640, loss 7.26477, acc 0.967308
2019-04-25T00:06:02.633588: step 17650, loss 7.25887, acc 0.967308
2019-04-25T00:06:06.328646: step 17660, loss 7.24162, acc 0.980769
2019-04-25T00:06:09.977675: step 17670, loss 7.24758, acc 0.982692
2019-04-25T00:06:13.606772: step 17680, loss 7.26248, acc 0.961538
2019-04-25T00:06:17.296691: step 17690, loss 7.25848, acc 0.965385
2019-04-25T00:06:20.983738: step 17700, loss 7.23866, acc 0.978846
2019-04-25T00:06:24.652124: step 17710, loss 7.24437, acc 0.978846
2019-04-25T00:06:28.360736: step 17720, loss 7.24596, acc 0.975
2019-04-25T00:06:32.086894: step 17730, loss 7.22405, acc 0.982692
2019-04-25T00:06:35.760140: step 17740, loss 7.23586, acc 0.976923
2019-04-25T00:06:39.381869: step 17750, loss 7.2299, acc 0.982692
2019-04-25T00:06:43.035482: step 17760, loss 7.24478, acc 0.973077
2019-04-25T00:06:46.756560: step 17770, loss 7.22734, acc 0.984615
2019-04-25T00:06:50.442362: step 17780, loss 7.24346, acc 0.965385
2019-04-25T00:06:54.113447: step 17790, loss 7.25884, acc 0.957692
2019-04-25T00:06:57.770224: step 17800, loss 7.21187, acc 0.976923
2019-04-25T00:07:01.397412: step 17810, loss 7.22792, acc 0.973077
2019-04-25T00:07:05.050687: step 17820, loss 7.24301, acc 0.969231
2019-04-25T00:07:08.684005: step 17830, loss 7.2436, acc 0.967308
2019-04-25T00:07:12.361762: step 17840, loss 7.28574, acc 0.95
2019-04-25T00:07:16.037299: step 17850, loss 7.24928, acc 0.957692
2019-04-25T00:07:19.661518: step 17860, loss 7.20751, acc 0.980769
2019-04-25T00:07:23.344133: step 17870, loss 7.2203, acc 0.975
2019-04-25T00:07:26.995245: step 17880, loss 7.21998, acc 0.971154
2019-04-25T00:07:30.671201: step 17890, loss 7.21384, acc 0.971154
2019-04-25T00:07:34.342187: step 17900, loss 7.21814, acc 0.971154
2019-04-25T00:07:38.055430: step 17910, loss 7.24371, acc 0.961538
2019-04-25T00:07:41.700260: step 17920, loss 7.26976, acc 0.957692
2019-04-25T00:07:45.303237: step 17930, loss 7.20545, acc 0.969231
2019-04-25T00:07:48.882257: step 17940, loss 7.22917, acc 0.971154
2019-04-25T00:07:52.587766: step 17950, loss 7.18598, acc 0.986538
2019-04-25T00:07:56.204000: step 17960, loss 7.207, acc 0.980769
2019-04-25T00:07:59.846997: step 17970, loss 7.22273, acc 0.967308
2019-04-25T00:08:03.536481: step 17980, loss 7.21246, acc 0.969231
2019-04-25T00:08:07.218432: step 17990, loss 7.21195, acc 0.975
2019-04-25T00:08:10.867871: step 18000, loss 7.18932, acc 0.980769

Evaluation:
2019-04-25T00:08:24.013506: step 18000, loss 8.25871, acc 0.87726
<<< (50)-RELATIONSHIP EVALUATION RESULT ON DEV SET -- LIC2019 Information Extraction Task >>>:
macro-averaged Precision = 0.870077%
macro-averaged Recall = 0.875438%
macro-averaged F1-score = 0.867741%, Best = 0.871147%

2019-04-25T00:08:27.846890: step 18010, loss 7.2376, acc 0.965385
2019-04-25T00:08:31.512061: step 18020, loss 7.19618, acc 0.976923
2019-04-25T00:08:35.178394: step 18030, loss 7.20561, acc 0.971154
2019-04-25T00:08:38.823879: step 18040, loss 7.20657, acc 0.963462
2019-04-25T00:08:42.554465: step 18050, loss 7.21615, acc 0.959615
2019-04-25T00:08:46.190931: step 18060, loss 7.20344, acc 0.967308
2019-04-25T00:08:49.860632: step 18070, loss 7.21602, acc 0.971154
2019-04-25T00:08:53.525645: step 18080, loss 7.18666, acc 0.978846
2019-04-25T00:08:57.211799: step 18090, loss 7.19574, acc 0.980769
2019-04-25T00:09:00.936599: step 18100, loss 7.17979, acc 0.976923
2019-04-25T00:09:04.563339: step 18110, loss 7.17921, acc 0.971154
2019-04-25T00:09:08.245052: step 18120, loss 7.20731, acc 0.967308
2019-04-25T00:09:11.905242: step 18130, loss 7.19093, acc 0.973077
2019-04-25T00:09:15.549157: step 18140, loss 7.17625, acc 0.971154
2019-04-25T00:09:19.197914: step 18150, loss 7.1692, acc 0.980769
2019-04-25T00:09:22.911354: step 18160, loss 7.19397, acc 0.971154
2019-04-25T00:09:26.549672: step 18170, loss 7.19407, acc 0.969231
2019-04-25T00:09:30.280233: step 18180, loss 7.18517, acc 0.976923
2019-04-25T00:09:33.979334: step 18190, loss 7.16943, acc 0.971154
2019-04-25T00:09:37.631564: step 18200, loss 7.1764, acc 0.967308
2019-04-25T00:09:41.296765: step 18210, loss 7.20826, acc 0.957692
2019-04-25T00:09:44.988024: step 18220, loss 7.18567, acc 0.965385
2019-04-25T00:09:48.643183: step 18230, loss 7.20862, acc 0.963462
2019-04-25T00:09:52.264384: step 18240, loss 7.16121, acc 0.982692
2019-04-25T00:09:55.951388: step 18250, loss 7.1956, acc 0.965385
2019-04-25T00:09:59.595546: step 18260, loss 7.16858, acc 0.965385
2019-04-25T00:10:03.264708: step 18270, loss 7.18774, acc 0.965385
2019-04-25T00:10:06.941208: step 18280, loss 7.17911, acc 0.967308
2019-04-25T00:10:10.636069: step 18290, loss 7.1652, acc 0.976923
2019-04-25T00:10:14.344496: step 18300, loss 7.19133, acc 0.959615
2019-04-25T00:10:17.967912: step 18310, loss 7.16195, acc 0.973077
2019-04-25T00:10:21.645253: step 18320, loss 7.20287, acc 0.957692
2019-04-25T00:10:25.334608: step 18330, loss 7.1486, acc 0.980769
2019-04-25T00:10:29.013656: step 18340, loss 7.16094, acc 0.971154
2019-04-25T00:10:32.680925: step 18350, loss 7.20196, acc 0.953846
2019-04-25T00:10:36.339559: step 18360, loss 7.15757, acc 0.976923
2019-04-25T00:10:39.980921: step 18370, loss 7.14873, acc 0.971154
2019-04-25T00:10:43.586913: step 18380, loss 7.1597, acc 0.969231
2019-04-25T00:10:47.258236: step 18390, loss 7.17003, acc 0.965385
2019-04-25T00:10:50.885932: step 18400, loss 7.14345, acc 0.975
2019-04-25T00:10:54.541555: step 18410, loss 7.14467, acc 0.973077
2019-04-25T00:10:58.155437: step 18420, loss 7.15051, acc 0.975
2019-04-25T00:11:01.857925: step 18430, loss 7.1773, acc 0.957692
2019-04-25T00:11:05.570127: step 18440, loss 7.15212, acc 0.965385
2019-04-25T00:11:09.266868: step 18450, loss 7.1628, acc 0.965385
2019-04-25T00:11:12.955626: step 18460, loss 7.17422, acc 0.961538
2019-04-25T00:11:16.631890: step 18470, loss 7.1585, acc 0.967308
2019-04-25T00:11:20.277577: step 18480, loss 7.14389, acc 0.967308
2019-04-25T00:11:23.939948: step 18490, loss 7.14228, acc 0.975
2019-04-25T00:11:27.636005: step 18500, loss 7.13977, acc 0.975
2019-04-25T00:11:31.320008: step 18510, loss 7.13645, acc 0.976923
2019-04-25T00:11:35.005700: step 18520, loss 7.1153, acc 0.975
2019-04-25T00:11:38.657564: step 18530, loss 7.12869, acc 0.973077
2019-04-25T00:11:42.320739: step 18540, loss 7.14483, acc 0.969231
2019-04-25T00:11:45.980901: step 18550, loss 7.13253, acc 0.967308
2019-04-25T00:11:49.666855: step 18560, loss 7.16808, acc 0.955769
2019-04-25T00:11:53.309458: step 18570, loss 7.10951, acc 0.976923
2019-04-25T00:11:56.980429: step 18580, loss 7.14977, acc 0.963462
2019-04-25T00:12:00.644710: step 18590, loss 7.10097, acc 0.980769
2019-04-25T00:12:04.303003: step 18600, loss 7.13991, acc 0.969231
2019-04-25T00:12:07.969269: step 18610, loss 7.15296, acc 0.95
2019-04-25T00:12:11.653693: step 18620, loss 7.12876, acc 0.965385
2019-04-25T00:12:15.344836: step 18630, loss 7.14226, acc 0.961538
2019-04-25T00:12:19.011752: step 18640, loss 7.11614, acc 0.975
2019-04-25T00:12:22.673168: step 18650, loss 7.1147, acc 0.973077
2019-04-25T00:12:26.300891: step 18660, loss 7.13914, acc 0.963462
2019-04-25T00:12:29.986848: step 18670, loss 7.13421, acc 0.965385
2019-04-25T00:12:33.653354: step 18680, loss 7.0953, acc 0.978846
2019-04-25T00:12:37.342329: step 18690, loss 7.11147, acc 0.971154
2019-04-25T00:12:40.977262: step 18700, loss 7.11881, acc 0.971154
2019-04-25T00:12:44.641593: step 18710, loss 7.10826, acc 0.978846
2019-04-25T00:12:48.291451: step 18720, loss 7.13039, acc 0.973077
2019-04-25T00:12:51.939853: step 18730, loss 7.12844, acc 0.957692
2019-04-25T00:12:55.598440: step 18740, loss 7.12598, acc 0.959615
2019-04-25T00:12:59.255806: step 18750, loss 7.11846, acc 0.971154
2019-04-25T00:13:02.890191: step 18760, loss 7.104, acc 0.973077
2019-04-25T00:13:06.525776: step 18770, loss 7.08816, acc 0.976923
2019-04-25T00:13:10.238456: step 18780, loss 7.09246, acc 0.971154
2019-04-25T00:13:13.874341: step 18790, loss 7.1208, acc 0.969231
2019-04-25T00:13:17.581517: step 18800, loss 7.07016, acc 0.986538
2019-04-25T00:13:21.271305: step 18810, loss 7.11516, acc 0.959615
2019-04-25T00:13:24.914908: step 18820, loss 7.09696, acc 0.973077
2019-04-25T00:13:28.605442: step 18830, loss 7.09633, acc 0.971154
2019-04-25T00:13:32.255856: step 18840, loss 7.08303, acc 0.971154
2019-04-25T00:13:35.945394: step 18850, loss 7.09031, acc 0.969231
2019-04-25T00:13:39.642660: step 18860, loss 7.09113, acc 0.967308
2019-04-25T00:13:43.302881: step 18870, loss 7.07942, acc 0.976923
2019-04-25T00:13:46.964767: step 18880, loss 7.09295, acc 0.965385
2019-04-25T00:13:50.884148: step 18890, loss 7.07017, acc 0.978846
2019-04-25T00:13:54.555492: step 18900, loss 7.09767, acc 0.957692
2019-04-25T00:13:58.235676: step 18910, loss 7.08322, acc 0.967308
2019-04-25T00:14:01.890360: step 18920, loss 7.10425, acc 0.965385
2019-04-25T00:14:05.564202: step 18930, loss 7.08751, acc 0.965385
2019-04-25T00:14:09.180383: step 18940, loss 7.09465, acc 0.961538
2019-04-25T00:14:12.854598: step 18950, loss 7.08147, acc 0.965385
2019-04-25T00:14:16.573911: step 18960, loss 7.06336, acc 0.976923
2019-04-25T00:14:20.223920: step 18970, loss 7.06035, acc 0.971154
2019-04-25T00:14:23.913475: step 18980, loss 7.0477, acc 0.978846
2019-04-25T00:14:27.591129: step 18990, loss 7.06847, acc 0.969231
2019-04-25T00:14:31.270109: step 19000, loss 7.07828, acc 0.967308

Evaluation:
2019-04-25T00:14:44.557087: step 19000, loss 7.92447, acc 0.879222
<<< (50)-RELATIONSHIP EVALUATION RESULT ON DEV SET -- LIC2019 Information Extraction Task >>>:
macro-averaged Precision = 0.871261%
macro-averaged Recall = 0.874614%
macro-averaged F1-score = 0.868177%, Best = 0.871147%

2019-04-25T00:14:48.318066: step 19010, loss 7.06369, acc 0.969231
2019-04-25T00:14:52.038430: step 19020, loss 7.05854, acc 0.984615
2019-04-25T00:14:55.673620: step 19030, loss 7.06884, acc 0.963462
2019-04-25T00:14:59.340691: step 19040, loss 7.05805, acc 0.976923
2019-04-25T00:15:03.000482: step 19050, loss 7.05221, acc 0.971154
2019-04-25T00:15:06.656545: step 19060, loss 7.04102, acc 0.984615
2019-04-25T00:15:10.323024: step 19070, loss 7.065, acc 0.971154
2019-04-25T00:15:13.970096: step 19080, loss 7.03668, acc 0.984615
2019-04-25T00:15:17.603629: step 19090, loss 7.07225, acc 0.971154
2019-04-25T00:15:21.291579: step 19100, loss 7.07484, acc 0.951923
2019-04-25T00:15:24.946526: step 19110, loss 7.03949, acc 0.978846
2019-04-25T00:15:28.593073: step 19120, loss 7.06776, acc 0.967308
2019-04-25T00:15:32.308129: step 19130, loss 7.04709, acc 0.976923
2019-04-25T00:15:36.009588: step 19140, loss 7.03472, acc 0.980769
2019-04-25T00:15:39.703362: step 19150, loss 7.03731, acc 0.978846
2019-04-25T00:15:43.366326: step 19160, loss 7.07353, acc 0.959615
2019-04-25T00:15:47.057379: step 19170, loss 7.03732, acc 0.976923
2019-04-25T00:15:50.709692: step 19180, loss 7.03698, acc 0.967308
2019-04-25T00:15:54.376255: step 19190, loss 7.04967, acc 0.965385
2019-04-25T00:15:58.029741: step 19200, loss 7.0682, acc 0.955769
2019-04-25T00:16:01.731146: step 19210, loss 7.0511, acc 0.961538
2019-04-25T00:16:05.392851: step 19220, loss 7.04296, acc 0.973077
2019-04-25T00:16:09.049522: step 19230, loss 7.04131, acc 0.969231
2019-04-25T00:16:12.699631: step 19240, loss 7.04088, acc 0.961538
2019-04-25T00:16:16.369662: step 19250, loss 7.04779, acc 0.959615
2019-04-25T00:16:20.023622: step 19260, loss 7.02004, acc 0.973077
2019-04-25T00:16:23.737657: step 19270, loss 7.02745, acc 0.971154
2019-04-25T00:16:27.376956: step 19280, loss 7.02825, acc 0.969231
2019-04-25T00:16:31.070288: step 19290, loss 7.0097, acc 0.980769
2019-04-25T00:16:34.738083: step 19300, loss 7.00771, acc 0.980769
2019-04-25T00:16:38.399028: step 19310, loss 7.03279, acc 0.973077
2019-04-25T00:16:42.084283: step 19320, loss 7.03694, acc 0.967308
2019-04-25T00:16:45.737506: step 19330, loss 7.02178, acc 0.969231
2019-04-25T00:16:49.422579: step 19340, loss 7.00368, acc 0.980769
2019-04-25T00:16:53.098587: step 19350, loss 7.0451, acc 0.955769
2019-04-25T00:16:56.803279: step 19360, loss 7.0489, acc 0.967308
2019-04-25T00:17:00.456083: step 19370, loss 7.0128, acc 0.971154
2019-04-25T00:17:04.123313: step 19380, loss 6.99965, acc 0.976923
2019-04-25T00:17:07.789968: step 19390, loss 7.03379, acc 0.963462
2019-04-25T00:17:11.461028: step 19400, loss 7.0071, acc 0.973077
2019-04-25T00:17:15.127862: step 19410, loss 7.00725, acc 0.969231
2019-04-25T00:17:18.779797: step 19420, loss 7.02629, acc 0.967308
2019-04-25T00:17:22.464123: step 19430, loss 6.98192, acc 0.984615
2019-04-25T00:17:26.142190: step 19440, loss 6.99418, acc 0.978846
2019-04-25T00:17:29.810651: step 19450, loss 7.0186, acc 0.963462
2019-04-25T00:17:33.447938: step 19460, loss 7.01722, acc 0.967308
2019-04-25T00:17:37.118062: step 19470, loss 7.0127, acc 0.961538
2019-04-25T00:17:40.823680: step 19480, loss 6.98988, acc 0.971154
2019-04-25T00:17:44.474580: step 19490, loss 7.01907, acc 0.969231
2019-04-25T00:17:48.126166: step 19500, loss 6.97969, acc 0.975
2019-04-25T00:17:51.810300: step 19510, loss 6.98985, acc 0.973077
2019-04-25T00:17:55.458638: step 19520, loss 6.99291, acc 0.976923
2019-04-25T00:17:59.121516: step 19530, loss 7.00614, acc 0.961538
2019-04-25T00:18:02.775598: step 19540, loss 7.00305, acc 0.965385
2019-04-25T00:18:06.410334: step 19550, loss 7.01501, acc 0.955769
2019-04-25T00:18:10.090925: step 19560, loss 6.98819, acc 0.973077
2019-04-25T00:18:13.765207: step 19570, loss 7.01738, acc 0.959615
2019-04-25T00:18:17.386640: step 19580, loss 7.03344, acc 0.948077
2019-04-25T00:18:21.069726: step 19590, loss 6.98654, acc 0.973077
2019-04-25T00:18:24.745036: step 19600, loss 7.00772, acc 0.953846
