
================ Hyper-parameters ================

TRAIN_PATH=./data/update_20190419/train
DEV_PATH=./data/update_20190419/dev
TEST_PATH=./data/update_20190419/test
TRAIN_FEATURES_PATH=./data/update_20190419/
DEV_FEATURES_PATH=./data/update_20190419/
TEST_FEATURES_PATH=./data/update_20190419/
MAX_SENTENCE_LENGTH=100
EMBEDDINGS=None
EMBEDDING_SIZE=300
POS_EMBEDDING_SIZE=50
EMB_DROPOUT_KEEP_PROB=0.7
HIDDEN_SIZE=300
RNN_DROPOUT_KEEP_PROB=0.7
NUM_HEADS=4
ATTENTION_SIZE=50
DESC=
DROPOUT_KEEP_PROB=0.5
L2_REG_LAMBDA=1e-05
BATCH_SIZE=520
TEST_BATCH_SIZE=256
NUM_EPOCHS=100
DISPLAY_EVERY=10
EVALUATE_EVERY=1000
NUM_CHECKPOINTS=5
LEARNING_RATE=1.0
DECAY_RATE=0.9
ALLOW_SOFT_PLACEMENT=False
LOG_DEVICE_PLACEMENT=False
GPU_ALLOW_GROWTH=True
CHECKPOINT_DIR=None

==================================================

2019-04-22T16:17:58.351699: step 10, loss 16.4272, acc 0.0923077
2019-04-22T17:32:05.831822: step 11670, loss 10.5974, acc 0.925
2019-04-22T17:32:09.561489: step 11680, loss 10.6456, acc 0.892308
2019-04-22T17:32:13.231123: step 11690, loss 10.6252, acc 0.898077
2019-04-22T17:32:16.875472: step 11700, loss 10.6717, acc 0.892308
2019-04-22T17:32:20.565074: step 11710, loss 10.6197, acc 0.892308
2019-04-22T17:32:24.237306: step 11720, loss 10.6239, acc 0.907692
2019-04-22T17:32:27.855918: step 11730, loss 10.5962, acc 0.921154
2019-04-22T17:32:31.524168: step 11740, loss 10.6022, acc 0.9
2019-04-22T17:32:35.204288: step 11750, loss 10.5605, acc 0.925
2019-04-22T17:32:38.876778: step 11760, loss 10.6057, acc 0.901923
2019-04-22T17:32:42.513648: step 11770, loss 10.562, acc 0.925
2019-04-22T17:32:46.179031: step 11780, loss 10.5881, acc 0.913462
2019-04-22T17:32:49.851006: step 11790, loss 10.5472, acc 0.923077
2019-04-22T17:32:53.502895: step 11800, loss 10.5703, acc 0.905769
2019-04-22T17:32:57.116702: step 11810, loss 10.6173, acc 0.894231
2019-04-22T17:33:00.743054: step 11820, loss 10.6093, acc 0.901923
2019-04-22T17:33:04.375999: step 11830, loss 10.5983, acc 0.876923
2019-04-22T17:33:08.013855: step 11840, loss 10.6251, acc 0.898077
2019-04-22T17:33:11.710843: step 11850, loss 10.5929, acc 0.909615
2019-04-22T17:33:15.417267: step 11860, loss 10.5614, acc 0.898077
2019-04-22T17:33:19.097619: step 11870, loss 10.624, acc 0.894231
2019-04-22T17:33:22.815097: step 11880, loss 10.5914, acc 0.905769
2019-04-22T17:33:26.431593: step 11890, loss 10.5923, acc 0.898077
2019-04-22T17:33:30.132037: step 11900, loss 10.5642, acc 0.907692
2019-04-22T17:33:33.797955: step 11910, loss 10.5629, acc 0.915385
2019-04-22T17:33:37.477907: step 11920, loss 10.5208, acc 0.901923
2019-04-22T17:33:41.165061: step 11930, loss 10.5789, acc 0.907692
2019-04-22T17:33:44.775926: step 11940, loss 10.5555, acc 0.905769
2019-04-22T17:33:48.429472: step 11950, loss 10.6405, acc 0.876923
2019-04-22T17:33:52.111652: step 11960, loss 10.578, acc 0.898077
2019-04-22T17:33:55.803516: step 11970, loss 10.5349, acc 0.903846
2019-04-22T17:33:59.466056: step 11980, loss 10.5848, acc 0.880769
2019-04-22T17:34:03.156435: step 11990, loss 10.557, acc 0.903846
2019-04-22T17:34:06.793416: step 12000, loss 10.5878, acc 0.888462

Evaluation:
2019-04-22T17:34:19.528927: step 12000, loss 10.5428, acc 0.890835
<<< (50)-RELATIONSHIP EVALUATION RESULT ON DEV SET -- LIC2019 Information Extraction Task >>>:
macro-averaged Precision = 0.85635%
macro-averaged Recall = 0.851941%
macro-averaged F1-score = 0.852377%, Best = 0.852377%

2019-04-22T17:34:26.446703: step 12010, loss 10.5511, acc 0.903846
2019-04-22T17:34:30.295762: step 12020, loss 10.5383, acc 0.905769
2019-04-22T17:34:33.934758: step 12030, loss 10.6056, acc 0.898077
2019-04-22T17:34:37.635333: step 12040, loss 10.5333, acc 0.915385
2019-04-22T17:34:41.304841: step 12050, loss 10.51, acc 0.909615
2019-04-22T17:34:44.996118: step 12060, loss 10.4686, acc 0.930769
2019-04-22T17:34:48.672261: step 12070, loss 10.4908, acc 0.917308
2019-04-22T17:34:52.325291: step 12080, loss 10.5308, acc 0.894231
2019-04-22T17:34:55.943253: step 12090, loss 10.5006, acc 0.919231
2019-04-22T17:34:59.620338: step 12100, loss 10.4661, acc 0.926923
2019-04-22T17:35:03.275769: step 12110, loss 10.5208, acc 0.911538
2019-04-22T17:35:06.962031: step 12120, loss 10.5407, acc 0.905769
2019-04-22T17:35:10.652600: step 12130, loss 10.4765, acc 0.925
2019-04-22T17:35:14.358982: step 12140, loss 10.4896, acc 0.917308
2019-04-22T17:35:18.025252: step 12150, loss 10.4892, acc 0.909615
2019-04-22T17:35:21.705159: step 12160, loss 10.5056, acc 0.903846
2019-04-22T17:35:25.308984: step 12170, loss 10.4789, acc 0.921154
2019-04-22T17:35:29.003084: step 12180, loss 10.524, acc 0.921154
2019-04-22T17:35:32.713895: step 12190, loss 10.5122, acc 0.907692
2019-04-22T17:35:36.405102: step 12200, loss 10.4654, acc 0.936538
2019-04-22T17:35:40.033289: step 12210, loss 10.4596, acc 0.923077
2019-04-22T17:35:43.697569: step 12220, loss 10.5088, acc 0.898077
2019-04-22T17:35:47.361633: step 12230, loss 10.5029, acc 0.915385
2019-04-22T17:35:51.076664: step 12240, loss 10.4857, acc 0.905769
2019-04-22T17:35:54.756471: step 12250, loss 10.5493, acc 0.884615
2019-04-22T17:35:58.323955: step 12260, loss 10.5304, acc 0.898077
2019-04-22T17:36:01.970730: step 12270, loss 10.5214, acc 0.9
2019-04-22T17:36:05.705897: step 12280, loss 10.4989, acc 0.909615
2019-04-22T17:36:09.385981: step 12290, loss 10.4707, acc 0.917308
2019-04-22T17:36:13.087495: step 12300, loss 10.4493, acc 0.921154
2019-04-22T17:36:16.747771: step 12310, loss 10.4652, acc 0.917308
2019-04-22T17:36:20.397472: step 12320, loss 10.4501, acc 0.909615
2019-04-22T17:36:24.105711: step 12330, loss 10.4481, acc 0.919231
2019-04-22T17:36:27.841541: step 12340, loss 10.5258, acc 0.896154
2019-04-22T17:36:31.555717: step 12350, loss 10.4644, acc 0.911538
2019-04-22T17:36:35.167949: step 12360, loss 10.4737, acc 0.905769
2019-04-22T17:36:38.855764: step 12370, loss 10.4936, acc 0.913462
2019-04-22T17:36:42.523132: step 12380, loss 10.4418, acc 0.934615
2019-04-22T17:36:46.199502: step 12390, loss 10.4542, acc 0.907692
2019-04-22T17:36:49.926296: step 12400, loss 10.4443, acc 0.905769
2019-04-22T17:36:53.663880: step 12410, loss 10.5032, acc 0.903846
2019-04-22T17:36:57.317758: step 12420, loss 10.4702, acc 0.909615
2019-04-22T17:37:00.996125: step 12430, loss 10.4514, acc 0.913462
2019-04-22T17:37:04.708370: step 12440, loss 10.4877, acc 0.907692
2019-04-22T17:37:08.335078: step 12450, loss 10.4346, acc 0.919231
2019-04-22T17:37:12.030917: step 12460, loss 10.4227, acc 0.911538
2019-04-22T17:37:15.727463: step 12470, loss 10.4695, acc 0.903846
2019-04-22T17:37:19.388739: step 12480, loss 10.4761, acc 0.9
2019-04-22T17:37:23.056450: step 12490, loss 10.4323, acc 0.919231
2019-04-22T17:37:26.695617: step 12500, loss 10.4626, acc 0.907692
2019-04-22T17:37:30.449461: step 12510, loss 10.395, acc 0.913462
2019-04-22T17:37:34.090150: step 12520, loss 10.4202, acc 0.913462
2019-04-22T17:37:37.783983: step 12530, loss 10.4586, acc 0.905769
2019-04-22T17:37:41.381638: step 12540, loss 10.452, acc 0.898077
2019-04-22T17:37:45.069852: step 12550, loss 10.4242, acc 0.917308
2019-04-22T17:37:48.740875: step 12560, loss 10.3733, acc 0.928846
2019-04-22T17:37:52.403942: step 12570, loss 10.4206, acc 0.898077
2019-04-22T17:37:56.105602: step 12580, loss 10.3842, acc 0.923077
2019-04-22T17:37:59.766131: step 12590, loss 10.3347, acc 0.940385
2019-04-22T17:38:03.451820: step 12600, loss 10.4474, acc 0.901923
2019-04-22T17:38:07.097586: step 12610, loss 10.4214, acc 0.905769
2019-04-22T17:38:10.775561: step 12620, loss 10.4082, acc 0.913462
2019-04-22T17:38:14.463140: step 12630, loss 10.4417, acc 0.903846
2019-04-22T17:38:18.153532: step 12640, loss 10.3722, acc 0.907692
2019-04-22T17:38:21.805644: step 12650, loss 10.4271, acc 0.901923
2019-04-22T17:38:25.432070: step 12660, loss 10.3796, acc 0.923077
2019-04-22T17:38:29.072907: step 12670, loss 10.3634, acc 0.913462
2019-04-22T17:38:32.727255: step 12680, loss 10.5357, acc 0.871154
2019-04-22T17:38:36.381978: step 12690, loss 10.444, acc 0.880769
2019-04-22T17:38:40.034783: step 12700, loss 10.4283, acc 0.894231
2019-04-22T17:38:43.727441: step 12710, loss 10.4529, acc 0.894231
2019-04-22T17:38:47.354016: step 12720, loss 10.4075, acc 0.898077
2019-04-22T17:38:51.068190: step 12730, loss 10.354, acc 0.921154
2019-04-22T17:38:54.735206: step 12740, loss 10.3768, acc 0.901923
2019-04-22T17:38:58.396263: step 12750, loss 10.4363, acc 0.896154
2019-04-22T17:39:02.072799: step 12760, loss 10.4139, acc 0.901923
2019-04-22T17:39:05.853466: step 12770, loss 10.3145, acc 0.926923
2019-04-22T17:39:09.512693: step 12780, loss 10.3633, acc 0.909615
2019-04-22T17:39:13.165718: step 12790, loss 10.3423, acc 0.905769
2019-04-22T17:39:16.860929: step 12800, loss 10.3608, acc 0.892308
2019-04-22T17:39:20.531076: step 12810, loss 10.3676, acc 0.896154
2019-04-22T17:39:24.188145: step 12820, loss 10.3517, acc 0.923077
2019-04-22T17:39:27.863802: step 12830, loss 10.3469, acc 0.915385
2019-04-22T17:39:31.550283: step 12840, loss 10.3175, acc 0.915385
2019-04-22T17:39:35.189786: step 12850, loss 10.3356, acc 0.923077
2019-04-22T17:39:38.877145: step 12860, loss 10.4276, acc 0.882692
2019-04-22T17:39:42.556480: step 12870, loss 10.3442, acc 0.903846
2019-04-22T17:39:46.163324: step 12880, loss 10.3794, acc 0.907692
2019-04-22T17:39:49.821504: step 12890, loss 10.3784, acc 0.9
2019-04-22T17:39:53.450020: step 12900, loss 10.3479, acc 0.9
2019-04-22T17:39:57.170730: step 12910, loss 10.3357, acc 0.909615
2019-04-22T17:40:00.859725: step 12920, loss 10.3098, acc 0.923077
2019-04-22T17:40:04.531114: step 12930, loss 10.3759, acc 0.909615
2019-04-22T17:40:08.154762: step 12940, loss 10.3366, acc 0.909615
2019-04-22T17:40:11.822412: step 12950, loss 10.351, acc 0.898077
2019-04-22T17:40:15.462522: step 12960, loss 10.3251, acc 0.913462
2019-04-22T17:40:19.124878: step 12970, loss 10.3318, acc 0.919231
2019-04-22T17:40:22.773241: step 12980, loss 10.3504, acc 0.901923
2019-04-22T17:40:26.496861: step 12990, loss 10.3276, acc 0.9
2019-04-22T17:40:30.158530: step 13000, loss 10.3235, acc 0.898077

Evaluation:
2019-04-22T17:40:42.980095: step 13000, loss 10.328, acc 0.892366
<<< (50)-RELATIONSHIP EVALUATION RESULT ON DEV SET -- LIC2019 Information Extraction Task >>>:
macro-averaged Precision = 0.857949%
macro-averaged Recall = 0.853847%
macro-averaged F1-score = 0.854148%, Best = 0.854148%

2019-04-22T17:40:49.966358: step 13010, loss 10.3359, acc 0.894231
2019-04-22T17:40:53.639295: step 13020, loss 10.2838, acc 0.925
2019-04-22T17:40:57.307999: step 13030, loss 10.3293, acc 0.915385
2019-04-22T17:41:01.001600: step 13040, loss 10.293, acc 0.909615
2019-04-22T17:41:04.680413: step 13050, loss 10.3232, acc 0.921154
2019-04-22T17:41:08.310704: step 13060, loss 10.3477, acc 0.903846
2019-04-22T17:41:11.994646: step 13070, loss 10.4244, acc 0.888462
2019-04-22T17:41:15.635031: step 13080, loss 10.2704, acc 0.930769
2019-04-22T17:41:19.317872: step 13090, loss 10.259, acc 0.936538
2019-04-22T17:41:22.978206: step 13100, loss 10.2979, acc 0.923077
2019-04-22T17:41:26.650891: step 13110, loss 10.2865, acc 0.907692
2019-04-22T17:41:30.341809: step 13120, loss 10.359, acc 0.892308
2019-04-22T17:41:33.952909: step 13130, loss 10.3143, acc 0.905769
2019-04-22T17:41:37.612731: step 13140, loss 10.2788, acc 0.911538
2019-04-22T17:41:41.297745: step 13150, loss 10.3194, acc 0.905769
2019-04-22T17:41:44.924518: step 13160, loss 10.3031, acc 0.923077
2019-04-22T17:41:48.609744: step 13170, loss 10.3266, acc 0.898077
2019-04-22T17:41:52.237035: step 13180, loss 10.3205, acc 0.909615
2019-04-22T17:41:55.875087: step 13190, loss 10.3132, acc 0.890385
2019-04-22T17:41:59.526502: step 13200, loss 10.3226, acc 0.905769
2019-04-22T17:42:03.185228: step 13210, loss 10.2668, acc 0.926923
2019-04-22T17:42:06.867208: step 13220, loss 10.3459, acc 0.884615
2019-04-22T17:42:10.514566: step 13230, loss 10.266, acc 0.905769
2019-04-22T17:42:14.224466: step 13240, loss 10.3146, acc 0.894231
2019-04-22T17:42:17.912048: step 13250, loss 10.2581, acc 0.925
2019-04-22T17:42:21.556507: step 13260, loss 10.2667, acc 0.913462
2019-04-22T17:42:25.209153: step 13270, loss 10.3101, acc 0.894231
2019-04-22T17:42:28.805430: step 13280, loss 10.2395, acc 0.913462
2019-04-22T17:42:32.457879: step 13290, loss 10.2289, acc 0.934615
2019-04-22T17:42:36.128485: step 13300, loss 10.2581, acc 0.913462
2019-04-22T17:42:39.798070: step 13310, loss 10.3307, acc 0.888462
2019-04-22T17:42:43.479470: step 13320, loss 10.2686, acc 0.907692
2019-04-22T17:42:47.158889: step 13330, loss 10.2384, acc 0.911538
2019-04-22T17:42:50.791672: step 13340, loss 10.2243, acc 0.921154
2019-04-22T17:42:54.480113: step 13350, loss 10.3191, acc 0.894231
2019-04-22T17:42:58.129245: step 13360, loss 10.3013, acc 0.901923
2019-04-22T17:43:01.763668: step 13370, loss 10.2987, acc 0.901923
2019-04-22T17:43:05.409836: step 13380, loss 10.2459, acc 0.917308
2019-04-22T17:43:09.068118: step 13390, loss 10.2341, acc 0.915385
2019-04-22T17:43:12.691848: step 13400, loss 10.2607, acc 0.901923
2019-04-22T17:43:16.288220: step 13410, loss 10.2481, acc 0.923077
2019-04-22T17:43:19.894374: step 13420, loss 10.2159, acc 0.921154
2019-04-22T17:43:23.599773: step 13430, loss 10.2297, acc 0.921154
2019-04-22T17:43:27.268247: step 13440, loss 10.2666, acc 0.907692
2019-04-22T17:43:30.928685: step 13450, loss 10.2309, acc 0.911538
2019-04-22T17:43:34.598783: step 13460, loss 10.2487, acc 0.907692
2019-04-22T17:43:38.248021: step 13470, loss 10.2528, acc 0.909615
2019-04-22T17:43:41.907269: step 13480, loss 10.255, acc 0.909615
2019-04-22T17:43:45.585528: step 13490, loss 10.2544, acc 0.892308
2019-04-22T17:43:49.264640: step 13500, loss 10.2129, acc 0.913462
2019-04-22T17:43:52.952853: step 13510, loss 10.2676, acc 0.901923
2019-04-22T17:43:56.750280: step 13520, loss 10.1933, acc 0.928846
2019-04-22T17:44:00.403643: step 13530, loss 10.1749, acc 0.911538
2019-04-22T17:44:04.048281: step 13540, loss 10.1819, acc 0.925
2019-04-22T17:44:07.706567: step 13550, loss 10.2055, acc 0.919231
2019-04-22T17:44:11.320430: step 13560, loss 10.1958, acc 0.903846
2019-04-22T17:44:14.955283: step 13570, loss 10.1601, acc 0.942308
2019-04-22T17:44:18.604165: step 13580, loss 10.1813, acc 0.926923
2019-04-22T17:44:22.263534: step 13590, loss 10.1627, acc 0.921154
2019-04-22T17:44:25.859362: step 13600, loss 10.2086, acc 0.913462
2019-04-22T17:44:29.574652: step 13610, loss 10.184, acc 0.926923
2019-04-22T17:44:33.263741: step 13620, loss 10.1929, acc 0.909615
2019-04-22T17:44:36.908083: step 13630, loss 10.2104, acc 0.898077
2019-04-22T17:44:40.570954: step 13640, loss 10.2548, acc 0.880769
2019-04-22T17:44:44.199666: step 13650, loss 10.2008, acc 0.907692
2019-04-22T17:44:47.872137: step 13660, loss 10.2219, acc 0.903846
2019-04-22T17:44:51.480817: step 13670, loss 10.1744, acc 0.919231
2019-04-22T17:44:55.170139: step 13680, loss 10.1843, acc 0.913462
2019-04-22T17:44:58.864001: step 13690, loss 10.1338, acc 0.928846
2019-04-22T17:45:02.565239: step 13700, loss 10.217, acc 0.903846
2019-04-22T17:45:06.242657: step 13710, loss 10.2176, acc 0.892308
2019-04-22T17:45:09.898903: step 13720, loss 10.2041, acc 0.9
2019-04-22T17:45:13.541289: step 13730, loss 10.1516, acc 0.911538
2019-04-22T17:45:17.238786: step 13740, loss 10.1873, acc 0.905769
2019-04-22T17:45:20.863518: step 13750, loss 10.1203, acc 0.932692
2019-04-22T17:45:24.516912: step 13760, loss 10.2242, acc 0.901923
2019-04-22T17:45:28.158150: step 13770, loss 10.1808, acc 0.907692
2019-04-22T17:45:31.818432: step 13780, loss 10.1454, acc 0.917308
2019-04-22T17:45:35.437151: step 13790, loss 10.233, acc 0.892308
2019-04-22T17:45:39.126643: step 13800, loss 10.1842, acc 0.913462
2019-04-22T17:45:42.781332: step 13810, loss 10.1191, acc 0.921154
2019-04-22T17:45:46.445432: step 13820, loss 10.1894, acc 0.896154
2019-04-22T17:45:50.088512: step 13830, loss 10.1627, acc 0.911538
2019-04-22T17:45:53.762930: step 13840, loss 10.1469, acc 0.917308
2019-04-22T17:45:57.427985: step 13850, loss 10.1965, acc 0.890385
2019-04-22T17:46:01.102016: step 13860, loss 10.1464, acc 0.921154
2019-04-22T17:46:04.805654: step 13870, loss 10.1841, acc 0.903846
2019-04-22T17:46:08.447807: step 13880, loss 10.1466, acc 0.905769
2019-04-22T17:46:12.105741: step 13890, loss 10.1308, acc 0.926923
2019-04-22T17:46:15.748506: step 13900, loss 10.1071, acc 0.925
2019-04-22T17:46:19.396457: step 13910, loss 10.1556, acc 0.915385
2019-04-22T17:46:23.015948: step 13920, loss 10.2029, acc 0.890385
2019-04-22T17:46:26.688036: step 13930, loss 10.1228, acc 0.913462
2019-04-22T17:46:30.354321: step 13940, loss 10.1427, acc 0.905769
2019-04-22T17:46:33.985790: step 13950, loss 10.2034, acc 0.896154
2019-04-22T17:46:37.598961: step 13960, loss 10.1133, acc 0.921154
2019-04-22T17:46:41.249435: step 13970, loss 10.1528, acc 0.909615
2019-04-22T17:46:44.875916: step 13980, loss 10.1194, acc 0.923077
2019-04-22T17:46:48.560873: step 13990, loss 10.1025, acc 0.919231
2019-04-22T17:46:52.211598: step 14000, loss 10.1206, acc 0.917308

Evaluation:
2019-04-22T17:47:04.925151: step 14000, loss 10.109, acc 0.894321
<<< (50)-RELATIONSHIP EVALUATION RESULT ON DEV SET -- LIC2019 Information Extraction Task >>>:
macro-averaged Precision = 0.86378%
macro-averaged Recall = 0.860933%
macro-averaged F1-score = 0.861106%, Best = 0.861106%

2019-04-22T17:47:11.892531: step 14010, loss 10.0734, acc 0.923077
2019-04-22T17:47:15.565800: step 14020, loss 10.1433, acc 0.921154
2019-04-22T17:47:19.261536: step 14030, loss 10.0819, acc 0.923077
2019-04-22T17:47:22.926728: step 14040, loss 10.1325, acc 0.915385
2019-04-22T17:47:26.566069: step 14050, loss 10.1324, acc 0.909615
2019-04-22T17:47:30.200457: step 14060, loss 10.0814, acc 0.919231
2019-04-22T17:47:33.852226: step 14070, loss 10.09, acc 0.932692
2019-04-22T17:47:37.487471: step 14080, loss 10.1034, acc 0.915385
2019-04-22T17:47:41.114568: step 14090, loss 10.1314, acc 0.894231
2019-04-22T17:47:44.776592: step 14100, loss 10.1917, acc 0.892308
2019-04-22T17:47:48.408307: step 14110, loss 10.1332, acc 0.905769
2019-04-22T17:47:52.107892: step 14120, loss 10.0864, acc 0.898077
2019-04-22T17:47:55.738136: step 14130, loss 10.1311, acc 0.880769
2019-04-22T17:47:59.361915: step 14140, loss 10.105, acc 0.896154
2019-04-22T17:48:03.040408: step 14150, loss 10.1248, acc 0.892308
2019-04-22T17:48:06.678462: step 14160, loss 10.0673, acc 0.905769
2019-04-22T17:48:10.359208: step 14170, loss 10.0719, acc 0.928846
2019-04-22T17:48:14.039079: step 14180, loss 10.0787, acc 0.921154
2019-04-22T17:48:17.688623: step 14190, loss 10.1104, acc 0.907692
2019-04-22T17:48:21.389875: step 14200, loss 10.0646, acc 0.930769
2019-04-22T17:48:25.052859: step 14210, loss 10.0796, acc 0.905769
2019-04-22T17:48:28.731309: step 14220, loss 10.1267, acc 0.892308
2019-04-22T17:48:32.412576: step 14230, loss 10.0592, acc 0.917308
2019-04-22T17:48:36.078158: step 14240, loss 10.1652, acc 0.884615
2019-04-22T17:48:39.721008: step 14250, loss 10.0646, acc 0.919231
2019-04-22T17:48:43.419794: step 14260, loss 10.1013, acc 0.915385
2019-04-22T17:48:47.198121: step 14270, loss 10.0475, acc 0.923077
2019-04-22T17:48:50.887435: step 14280, loss 10.0173, acc 0.919231
2019-04-22T17:48:54.609555: step 14290, loss 10.0594, acc 0.921154
2019-04-22T17:48:58.237559: step 14300, loss 10.0763, acc 0.907692
2019-04-22T17:49:01.899519: step 14310, loss 10.0959, acc 0.898077
2019-04-22T17:49:05.533460: step 14320, loss 10.0178, acc 0.923077
2019-04-22T17:49:09.174679: step 14330, loss 10.038, acc 0.921154
2019-04-22T17:49:12.770426: step 14340, loss 10.0284, acc 0.913462
2019-04-22T17:49:16.421826: step 14350, loss 10.105, acc 0.898077
2019-04-22T17:49:20.067718: step 14360, loss 10.032, acc 0.921154
2019-04-22T17:49:23.704041: step 14370, loss 10.0453, acc 0.903846
2019-04-22T17:49:27.369484: step 14380, loss 10.0558, acc 0.905769
2019-04-22T17:49:30.989156: step 14390, loss 10.0162, acc 0.928846
2019-04-22T17:49:34.690442: step 14400, loss 10.029, acc 0.913462
2019-04-22T17:49:38.392707: step 14410, loss 10.0105, acc 0.926923
2019-04-22T17:49:42.021766: step 14420, loss 10.0067, acc 0.917308
2019-04-22T17:49:45.697176: step 14430, loss 10.0582, acc 0.894231
2019-04-22T17:49:49.313094: step 14440, loss 10.0792, acc 0.903846
2019-04-22T17:49:52.978624: step 14450, loss 9.98622, acc 0.923077
2019-04-22T17:49:56.603644: step 14460, loss 10.0462, acc 0.903846
2019-04-22T17:50:00.292192: step 14470, loss 10.0237, acc 0.913462
2019-04-22T17:50:03.988166: step 14480, loss 10.0124, acc 0.909615
2019-04-22T17:50:07.637377: step 14490, loss 10.0284, acc 0.903846
2019-04-22T17:50:11.272299: step 14500, loss 9.98105, acc 0.919231
2019-04-22T17:50:14.907410: step 14510, loss 9.96518, acc 0.926923
2019-04-22T17:50:18.554417: step 14520, loss 9.96903, acc 0.926923
2019-04-22T17:50:22.227755: step 14530, loss 10.0004, acc 0.907692
2019-04-22T17:50:25.905971: step 14540, loss 9.97258, acc 0.932692
2019-04-22T17:50:29.539118: step 14550, loss 10.0182, acc 0.915385
2019-04-22T17:50:33.260048: step 14560, loss 10.0586, acc 0.9
2019-04-22T17:50:36.942414: step 14570, loss 10.0003, acc 0.926923
2019-04-22T17:50:40.675849: step 14580, loss 10.0115, acc 0.917308
2019-04-22T17:50:44.313499: step 14590, loss 10.0126, acc 0.909615
2019-04-22T17:50:47.980951: step 14600, loss 10.0333, acc 0.913462
2019-04-22T17:50:51.602238: step 14610, loss 10.0431, acc 0.903846
2019-04-22T17:50:55.211403: step 14620, loss 9.99519, acc 0.911538
2019-04-22T17:50:58.847284: step 14630, loss 9.99272, acc 0.923077
2019-04-22T17:51:02.495697: step 14640, loss 10.0139, acc 0.907692
2019-04-22T17:51:06.156429: step 14650, loss 9.97177, acc 0.913462
2019-04-22T17:51:09.758105: step 14660, loss 9.95524, acc 0.915385
2019-04-22T17:51:13.401954: step 14670, loss 10.0273, acc 0.903846
2019-04-22T17:51:17.056991: step 14680, loss 9.96546, acc 0.926923
2019-04-22T17:51:20.773795: step 14690, loss 10.0309, acc 0.913462
2019-04-22T17:51:24.427723: step 14700, loss 9.99393, acc 0.905769
2019-04-22T17:51:28.040520: step 14710, loss 10.0178, acc 0.903846
2019-04-22T17:51:31.678040: step 14720, loss 9.98996, acc 0.913462
2019-04-22T17:51:35.310710: step 14730, loss 10.0511, acc 0.905769
2019-04-22T17:51:38.936434: step 14740, loss 9.96819, acc 0.919231
2019-04-22T17:51:42.623768: step 14750, loss 9.96278, acc 0.913462
2019-04-22T17:51:46.223015: step 14760, loss 10.0222, acc 0.901923
2019-04-22T17:51:49.878708: step 14770, loss 9.9623, acc 0.921154
2019-04-22T17:51:53.510473: step 14780, loss 10.0109, acc 0.9
2019-04-22T17:51:57.122626: step 14790, loss 9.98857, acc 0.913462
2019-04-22T17:52:00.762014: step 14800, loss 9.94637, acc 0.925
2019-04-22T17:52:04.421754: step 14810, loss 9.93537, acc 0.915385
2019-04-22T17:52:08.119637: step 14820, loss 9.93678, acc 0.930769
2019-04-22T17:52:11.821272: step 14830, loss 9.99642, acc 0.909615
2019-04-22T17:52:15.478828: step 14840, loss 9.97702, acc 0.905769
2019-04-22T17:52:19.136534: step 14850, loss 10.0499, acc 0.876923
2019-04-22T17:52:22.830054: step 14860, loss 9.97356, acc 0.9
2019-04-22T17:52:26.536414: step 14870, loss 9.96568, acc 0.923077
2019-04-22T17:52:30.173955: step 14880, loss 9.96289, acc 0.905769
2019-04-22T17:52:33.818401: step 14890, loss 9.95885, acc 0.901923
2019-04-22T17:52:37.434524: step 14900, loss 9.91994, acc 0.925
2019-04-22T17:52:41.110398: step 14910, loss 9.96361, acc 0.913462
2019-04-22T17:52:44.796695: step 14920, loss 9.98791, acc 0.9
2019-04-22T17:52:48.429051: step 14930, loss 9.95243, acc 0.919231
2019-04-22T17:52:52.057850: step 14940, loss 9.93891, acc 0.921154
2019-04-22T17:52:55.689103: step 14950, loss 9.97991, acc 0.896154
2019-04-22T17:52:59.301858: step 14960, loss 9.91859, acc 0.911538
2019-04-22T17:53:02.986076: step 14970, loss 9.93597, acc 0.919231
2019-04-22T17:53:06.689028: step 14980, loss 9.93928, acc 0.911538
2019-04-22T17:53:10.330966: step 14990, loss 9.88994, acc 0.917308
2019-04-22T17:53:13.975289: step 15000, loss 9.97889, acc 0.896154

Evaluation:
2019-04-22T17:53:26.519366: step 15000, loss 9.91757, acc 0.893898
<<< (50)-RELATIONSHIP EVALUATION RESULT ON DEV SET -- LIC2019 Information Extraction Task >>>:
macro-averaged Precision = 0.862973%
macro-averaged Recall = 0.860921%
macro-averaged F1-score = 0.860363%, Best = 0.861106%

2019-04-22T17:53:30.270265: step 15010, loss 9.94362, acc 0.909615
2019-04-22T17:53:33.902352: step 15020, loss 9.87766, acc 0.92623
2019-04-22T17:53:37.797107: step 15030, loss 9.9194, acc 0.921154
2019-04-22T17:53:41.471784: step 15040, loss 9.95451, acc 0.896154
2019-04-22T17:53:45.107517: step 15050, loss 9.90556, acc 0.923077
2019-04-22T17:53:48.770523: step 15060, loss 9.8722, acc 0.923077
2019-04-22T17:53:52.419670: step 15070, loss 9.88812, acc 0.919231
2019-04-22T17:53:56.028649: step 15080, loss 9.9225, acc 0.921154
2019-04-22T17:53:59.707643: step 15090, loss 9.85774, acc 0.925
2019-04-22T17:54:03.363708: step 15100, loss 9.93007, acc 0.907692
2019-04-22T17:54:07.017226: step 15110, loss 9.90322, acc 0.907692
2019-04-22T17:54:10.693713: step 15120, loss 9.96531, acc 0.884615
